Geographic;City;percent_completed_hs
GA;Rochelle city;73.7
IL;Rochelle city;81.4
MO;Rocheport city;93
PA;Rochester borough;87.7
IA;Rochester CDP;100
VT;Rochester CDP;95.2
WA;Rochester CDP;99.2
IN;Rochester city;86
KY;Rochester city;90.5
MI;Rochester city;97.4
MN;Rochester city;93.5
NH;Rochester city;88.3
NY;Rochester city;80.5
MI;Rochester Hills city;95.7
TX;Rochester town;62.9
IL;Rochester village;95.6
OH;Rochester village;82
WI;Rochester village;89.1
IL;Rock City village;92.1
AL;Rock Creek CDP;85.2
MN;Rock Creek city;92.1
CO;Rock Creek Park CDP;100
OH;Rock Creek village;82.9
IL;Rock Falls city;81.8
IA;Rock Falls city;95
MD;Rock Hall town;89.6
LA;Rock Hill CDP;91.8
NY;Rock Hill CDP;95.4
MO;Rock Hill city;97.2
SC;Rock Hill city;88
AZ;Rock House CDP;100
IL;Rock Island Arsenal CDP;100
IL;Rock Island city;86.9
WA;Rock Island city;61.9
OK;Rock Island town;77.4
AL;Rock Mills CDP;70.4
AZ;Rock Point CDP;67.9
MD;Rock Point CDP;72
MO;Rock Port city;89.9
IA;Rock Rapids city;88
WY;Rock River town;98.9
NM;Rock Springs CDP;88.1
WY;Rock Springs city;89.5
WI;Rock Springs village;89.2
IA;Rock Valley city;87.6
MO;Rockaway Beach city;85.7
OR;Rockaway Beach city;93
NJ;Rockaway borough;92.3
OH;Rockbridge CDP;100
IL;Rockbridge village;83.3
OR;Rockcreek CDP;96
TX;Rockdale city;86.1
IL;Rockdale village;83.6
WI;Rockdale village;95.6
NC;Rockfish CDP;96.9
ID;Rockford Bay CDP;93.3
ID;Rockford CDP;79.3
IL;Rockford city;83.1
IA;Rockford city;93.1
MI;Rockford city;95.7
MN;Rockford city;93.6
TN;Rockford city;88.3
AL;Rockford town;68.4
WA;Rockford town;97.3
OH;Rockford village;88.2
SD;Rockham town;100
PA;Rockhill borough;87.6
KY;Rockholds CDP;58.4
GA;Rockingham CDP;74.5
NC;Rockingham city;82.8
ND;Rocklake city;87.2
ID;Rockland city;84.8
ME;Rockland city;92.8
WI;Rockland village;95.4
PA;Rockledge borough;93.2
FL;Rockledge city;91.5
NJ;Rockleigh borough;83.4
CA;Rocklin city;95.8
GA;Rockmart city;76.8
MA;Rockport CDP;96.8
WA;Rockport CDP;87.2
AR;Rockport city;83.7
IN;Rockport city;80.9
KY;Rockport city;71.4
TX;Rockport city;87.7
TX;Rocksprings town;72
IL;Rockton village;94
TN;Rockvale CDP;100
CO;Rockvale town;86.6
AL;Rockville CDP;64.7
CT;Rockville CDP;87
NY;Rockville Centre village;96.1
MD;Rockville city;93.4
MN;Rockville city;91.4
MO;Rockville city;76.1
IN;Rockville town;89.4
SC;Rockville town;97.2
UT;Rockville town;91.9
NE;Rockville village;94.1
TX;Rockwall city;91.6
AR;Rockwell CDP;94.5
IA;Rockwell city;93.2
IA;Rockwell City city;92.6
NC;Rockwell town;88
PA;Rockwood borough;86.3
VA;Rockwood CDP;91.4
MI;Rockwood city;88.9
TN;Rockwood city;75.1
IL;Rockwood village;62.5
MT;Rocky Boy West CDP;80.8
MT;Rocky Boy's Agency CDP;89.7
OK;Rocky Ford CDP;85.3
CO;Rocky Ford city;80.9
GA;Rocky Ford town;86.1
OH;Rocky Fork Point CDP;61.2
NJ;Rocky Hill borough;95.7
TX;Rocky Mound town;50
NC;Rocky Mount city;82.8
VA;Rocky Mount town;73.4
OK;Rocky Mountain CDP;79.2
MT;Rocky Point CDP;85.7
NY;Rocky Point CDP;94.7
NC;Rocky Point CDP;76
WA;Rocky Point CDP;96
UT;Rocky Ridge town;88.5
OH;Rocky Ridge village;88.4
IN;Rocky Ripple town;94.8
OH;Rocky River city;95.2
OK;Rocky town;90.8
NC;Rodanthe CDP;70
CA;Rodeo CDP;88.7
NM;Rodeo CDP;87.2
WV;Roderfield CDP;67.5
LA;Rodessa village;73.7
NM;Rodey CDP;26.4
NY;Rodman CDP;92.5
IA;Rodman city;91.9
IA;Rodney city;62
DE;Rodney Village CDP;87.4
CA;Rodriguez Camp CDP;24.6
AR;Roe town;80.7
NJ;Roebling CDP;93.1
SC;Roebuck CDP;85.3
KS;Roeland Park city;96.6
FL;Roeville CDP;92.2
OK;Roff town;84.2
AR;Rogers city;82.2
MN;Rogers city;97.9
ND;Rogers city;88
MI;Rogers City city;88.7
TX;Rogers town;78.7
NE;Rogers village;85.4
OH;Rogers village;75.2
PA;Rogersville CDP;82.3
MO;Rogersville city;92.2
AL;Rogersville town;81.9
TN;Rogersville town;80.8
OR;Rogue River city;88.1
CA;Rohnert Park city;88.4
MD;Rohrersville CDP;100
PA;Rohrsburg CDP;91.3
AR;Roland CDP;89.6
IA;Roland city;97.3
OK;Roland town;80.4
NC;Rolesville town;94.8
ND;Rolette city;84
IA;Rolfe city;85.1
KS;Rolla city;84.2
MO;Rolla city;87.6
ND;Rolla city;84.4
KY;Rolling Fields city;100
MS;Rolling Fork city;76
CA;Rolling Hills CDP;96.5
CA;Rolling Hills city;96.5
KY;Rolling Hills city;94.2
CA;Rolling Hills Estates city;98
WY;Rolling Hills town;90.4
IL;Rolling Meadows city;86.1
IN;Rolling Prairie CDP;100
MN;Rollingstone city;98
CA;Rollingwood CDP;59.8
TX;Rollingwood city;99.3
MT;Rollins CDP;80.5
CO;Rollinsville CDP;100
TX;Roma city;45.5
TX;Roma Creek CDP;55.6
TX;Roman Forest town;92.1
PA;Rome borough;88.1
IL;Rome CDP;90.7
WI;Rome CDP;94
GA;Rome city;74.4
IA;Rome city;80.6
NY;Rome city;87.8
IN;Rome City town;86.2
OH;Rome village;79.3
CO;Romeo town;59.4
MI;Romeo village;88.6
IL;Romeoville village;86.7
LA;Romeville CDP;53.8
WV;Romney city;77.7
CA;Romoland CDP;77.8
NY;Romulus CDP;83.5
MI;Romulus city;86.8
WA;Ronald CDP;91.5
MT;Ronan city;88.7
WV;Ronceverte city;86.8
PA;Ronco CDP;51.7
NC;Ronda town;62.3
AR;Rondo town;59.9
NY;Ronkonkoma CDP;92.3
PA;Ronks CDP;86.8
MN;Ronneby CDP;88.5
IL;Roodhouse city;79.8
GA;Roopville town;87.2
NJ;Roosevelt borough;97.6
AZ;Roosevelt CDP;88.5
NY;Roosevelt CDP;76
WA;Roosevelt CDP;38.3
MN;Roosevelt city;83.5
UT;Roosevelt city;88.7
FL;Roosevelt Gardens CDP;72.5
MI;Roosevelt Park city;92.2
OK;Roosevelt town;87.2
NC;Roper town;58.7
TX;Ropesville city;69.6
AL;Rosa town;81.3
KS;Rosalia CDP;81.3
WA;Rosalia town;93.6
NE;Rosalie village;90.2
CA;Rosamond CDP;79.9
MD;Rosaryville CDP;94.5
WA;Rosburg CDP;93.9
PA;Roscoe borough;93.2
MT;Roscoe CDP;100
NE;Roscoe CDP;100
NY;Roscoe CDP;86.4
MN;Roscoe city;90.1
SD;Roscoe city;76.4
TX;Roscoe city;74.4
IL;Roscoe village;94.1
MO;Roscoe village;84.6
MI;Roscommon village;88.6
AR;Rose Bud town;78.6
OK;Rose CDP;83.7
MI;Rose City city;78.6
TX;Rose City city;80.1
MN;Rose Creek city;91.1
OH;Rose Farm CDP;97.4
TX;Rose Hill Acres city;91.6
VA;Rose Hill CDP (Fairfax County);91.2
VA;Rose Hill CDP (Lee County);64.4
IA;Rose Hill city;80
KS;Rose Hill city;93.2
NC;Rose Hill town;73.1
IL;Rose Hill village;97.7
CA;Rose Hills CDP;93.4
OR;Rose Lodge CDP;77.2
PA;Rose Valley borough;97.8
MN;Roseau city;90.6
NC;Roseboro town;86
MT;Rosebud CDP;100
SD;Rosebud CDP;75
MO;Rosebud city;75.1
TX;Rosebud city;79
OR;Roseburg city;90.9
OR;Roseburg North CDP;89.1
MI;Rosebush village;84.7
CA;Rosedale CDP;92.2
MD;Rosedale CDP;85.3
NM;Rosedale CDP;94.8
WA;Rosedale CDP;91.4
MS;Rosedale city;66.2
IN;Rosedale town;96.1
OK;Rosedale town;66.7
LA;Rosedale village;80.7
NJ;Roseland borough;95.9
CA;Roseland CDP;66.1
FL;Roseland CDP;91.8
KS;Roseland city;83.7
IN;Roseland town;90.5
LA;Roseland town;65.8
NE;Roseland village;88.3
IN;Roselawn CDP;85.8
NJ;Roselle borough;87
NJ;Roselle Park borough;91.6
IL;Roselle village;94.1
CA;Rosemead city;66.2
CA;Rosemont CDP;90.2
IL;Rosemont village;81.1
MD;Rosemont village;96.3
OH;Rosemount CDP;89.7
MN;Rosemount city;95.8
TX;Rosenberg city;74.6
MO;Rosendale city;76.8
NY;Rosendale Hamlet CDP;92.3
WI;Rosendale village;95.2
NJ;Rosenhayn CDP;79.2
LA;Rosepine town;80.9
PA;Roseto borough;88.7
PA;Roseville borough;94.3
IA;Roseville CDP;-
CA;Roseville city;94.5
MI;Roseville city;86.5
MN;Roseville city;93.4
IL;Roseville village;88.8
OH;Roseville village;82.5
OH;Rosewood CDP;86.4
IL;Rosewood Heights CDP;93.6
TX;Rosharon CDP;77
SD;Rosholt town;89.7
WI;Rosholt village;96.7
IL;Rosiclare city;83.5
KY;Rosine CDP;0
TX;Rosita CDP;57.6
WA;Roslyn city;91.3
NY;Roslyn Estates village;98.7
NY;Roslyn Harbor village;98.1
NY;Roslyn Heights CDP;93.6
SD;Roslyn town;85.5
NY;Roslyn village;96.6
NC;Rosman town;71.1
OH;Ross CDP;89.2
ND;Ross city;88.5
TX;Ross city;81.4
NJ;Ross Corner CDP;-
CA;Ross town;95
OH;Rossburg village;89.2
TX;Rosser village;67.1
OH;Rossford city;94.4
IA;Rossie city;100
PA;Rossiter CDP;88.2
PA;Rosslyn Farms borough;100
CA;Rossmoor CDP;97.3
NJ;Rossmoor CDP;83.4
WV;Rossmore CDP;66.4
OH;Rossmoyne CDP;89.4
AR;Rosston town;89
OK;Rosston town;62.9
MD;Rossville CDP;88.9
GA;Rossville city;68.1
KS;Rossville city;89.3
IN;Rossville town;88.6
TN;Rossville town;92.1
IL;Rossville village;86.7
SD;Roswell CDP;100
GA;Roswell city;93.1
NM;Roswell city;80.3
OH;Roswell village;82.1
TX;Rotan city;78.6
PA;Rote CDP;90.8
MI;Rothbury village;85.3
MN;Rothsay city;92.1
WI;Rothschild village;94.9
PA;Rothsville CDP;91.2
MO;Rothville village;92.5
FL;Rotonda CDP;94.4
NY;Rotterdam CDP;93.2
NC;Rougemont CDP;100
CA;Rough and Ready CDP;86.9
AZ;Rough Rock CDP;88.5
PA;Roulette CDP;94.6
VA;Round Hill town;94.7
NV;Round Hill Village CDP;96
IL;Round Lake Beach village;75.4
MN;Round Lake city;90.4
IL;Round Lake Heights village;84
IL;Round Lake Park village;75.7
IL;Round Lake village;86.1
NY;Round Lake village;98.6
CA;Round Mountain CDP;84.9
TX;Round Mountain town;97.6
AZ;Round Rock CDP;67.6
TX;Round Rock city;90.5
TX;Round Top town;97.1
AZ;Round Valley CDP;93.7
CA;Round Valley CDP;79.8
MT;Roundup city;88.5
CA;Rouse CDP;43.7
NY;Rouses Point village;90.7
PA;Rouseville borough;88.9
PA;Rouzerville CDP;92.7
IA;Rowan city;89.1
NM;Rowe CDP;96.3
OR;Rowena CDP;64.8
PA;Rowes Run CDP;86.2
SC;Rowesville town;74.9
CA;Rowland Heights CDP;84.4
NC;Rowland town;77.1
WV;Rowlesburg town;76.8
TX;Rowlett city;90.4
MA;Rowley CDP;95
IA;Rowley city;97.1
IL;Roxana village;92.6
NC;Roxboro city;70.9
CO;Roxborough Park CDP;97.9
KS;Roxbury CDP;70.2
MS;Roxie town;83.6
NC;Roxobel town;75.1
TX;Roxton city;86.3
MT;Roy CDP;94.9
UT;Roy city;90.7
WA;Roy city;90
MN;Roy Lake CDP;80
NM;Roy village;82.1
IN;Royal Center town;88.6
IA;Royal city;95.5
WA;Royal City city;33.1
HI;Royal Kunia CDP;91.2
IL;Royal Lakes village;67.8
MI;Royal Oak city;96.1
FL;Royal Palm Beach village;91
FL;Royal Palm Estates CDP;73.8
NC;Royal Pines CDP;97.9
IL;Royal village;96.3
NE;Royal village;76.8
PA;Royalton borough;91.9
MN;Royalton city;88.4
IL;Royalton village;85.2
PA;Royersford borough;93.7
TX;Royse City city;87.7
GA;Royston city;71.6
KS;Rozel city;89.1
AK;Ruby city;83.2
SC;Ruby town;81
OR;Ruch CDP;97.5
VA;Ruckersville CDP;76.2
IA;Rudd city;90.3
OH;Rudolph CDP;86.2
WI;Rudolph village;91.1
AR;Rudy town;84.2
MT;Rudyard CDP;100
NC;Ruffin CDP;88.4
OR;Rufus city;83.3
ND;Rugby city;85.3
NV;Ruhenstroth CDP;92.8
NM;Ruidoso Downs city;68.1
NM;Ruidoso village;92.4
TX;Rule town;74.4
MS;Ruleville city;66.3
NE;Rulo village;80.4
IL;Ruma village;94.6
ME;Rumford CDP;89.6
NJ;Rumson borough;98.5
TX;Runaway Bay city;94
TX;Runge town;65.9
IA;Runnells city;97.4
NJ;Runnemede borough;88.6
CA;Running Springs CDP;94.6
SD;Running Water CDP;54.8
PA;Rupert CDP;94.9
ID;Rupert city;71.1
WV;Rupert town;77.3
NC;Rural Hall town;85.7
TN;Rural Hill CDP;98.8
VA;Rural Retreat town;84.4
PA;Rural Valley borough;90.9
KS;Rush Center city;90.1
MN;Rush City city;86.9
MO;Rush Hill village;75
OK;Rush Springs town;83.7
UT;Rush Valley town;86.6
NY;Rushford CDP;87.1
MN;Rushford city;93.4
MN;Rushford Village city;93.6
VA;Rushmere CDP;69.6
MN;Rushmore city;82.8
OH;Rushsylvania village;92.1
IL;Rushville city;86.1
IN;Rushville city;81.4
NE;Rushville city;86.8
MO;Rushville town;86.2
NY;Rushville village;89.7
OH;Rushville village;81.8
TX;Rusk city;69.4
FL;Ruskin CDP;79.2
NE;Ruskin village;92.9
ND;Ruso city;50
GA;Russell CDP;65.3
MA;Russell CDP;94.5
PA;Russell CDP;93.1
IA;Russell city;90.2
KS;Russell city;87
KY;Russell city;94.3
MN;Russell city;93.1
NY;Russell Gardens village;96.1
KS;Russell Springs city;100
KY;Russell Springs city;73.9
AR;Russell town;76.3
OH;Russells Point village;82.9
PA;Russellton CDP;88.8
SC;Russellville CDP;95.4
AL;Russellville city;68.9
AR;Russellville city;81.3
KY;Russellville city;74.3
MO;Russellville city;92.2
IN;Russellville town;84.6
IL;Russellville village;86.4
OH;Russellville village;77.7
OH;Russia village;98.6
AK;Russian Mission city;76.2
IN;Russiaville town;93.8
VA;Rustburg CDP;78.2
LA;Ruston city;87.7
WA;Ruston town;97.4
CA;Ruth CDP;87.8
NV;Ruth CDP;94.4
NC;Ruth town;76.7
NJ;Rutherford borough;94.6
CA;Rutherford CDP;78.3
PA;Rutherford CDP;89
NC;Rutherford College town;84.7
TN;Rutherford town;80.5
NC;Rutherfordton town;87.1
MN;Ruthton city;79
IA;Ruthven city;89
ND;Ruthville CDP;100
MA;Rutland CDP;99.2
IA;Rutland city;82.4
ND;Rutland city;91.2
VT;Rutland city;89.7
IL;Rutland village;87.3
OH;Rutland village;85.1
PA;Rutledge borough;98
GA;Rutledge city;77.9
MN;Rutledge city;85.2
AL;Rutledge town;69.8
MO;Rutledge town;63.6
TN;Rutledge town;76.9
IA;Ryan city;86
WY;Ryan Park CDP;-
OK;Ryan town;72.8
ND;Ryder city;86.8
WA;Ryderwood CDP;94.3
NY;Rye Brook village;91.8
AZ;Rye CDP;50
AR;Rye CDP;65.1
NY;Rye city;97
CO;Rye town;93.9
MT;Ryegate town;87.4
KY;Ryland Heights city;78.4
PA;S.N.P.J. borough;71.4
KS;Sabetha city;88.5
MD;Sabillasville CDP;90.9
MN;Sabin city;96.8
OH;Sabina village;86.4
TX;Sabinal city;67.6
IA;Sabula city;91
IA;Sac City city;93
AZ;Sacate Village CDP;63.6
AZ;Sacaton CDP;72.9
AZ;Sacaton Flats Village CDP;73.9
TX;Sachse city;92.4
NY;Sackets Harbor village;97.1
ME;Saco city;92.2
MT;Saco town;81.3
NM;Sacramento CDP;61.5
CA;Sacramento city;83.4
KY;Sacramento city;79.3
MN;Sacred Heart city;87.5
MT;Saddle Butte CDP;100
CO;Saddle Ridge CDP;100
NJ;Saddle River borough;97.1
NY;Saddle Rock Estates CDP;100
NY;Saddle Rock village;94.4
AZ;Saddlebrooke CDP;98.9
MO;Saddlebrooke village;92.7
KY;Sadieville city;82
TX;Sadler city;93
IL;Sadorus village;92.1
PA;Saegertown borough;84.5
FL;Safety Harbor city;93
AZ;Safford city;87.1
NY;Sag Harbor village;91.9
MA;Sagamore CDP;98.8
NY;Sagaponack village;100
IA;Sageville city;95.7
MI;Saginaw city;78.4
TX;Saginaw city;92.1
MO;Saginaw village;93.2
CO;Saguache town;77.8
AZ;Sahuarita town;94.6
IL;Sailor Springs village;64.1
AL;Saks CDP;78.6
TX;Salado village;95.8
NY;Salamanca city;83.9
AK;Salamatof CDP;87.5
IN;Salamonia town;79.8
AK;Salcha CDP;97.5
GA;Sale City city;83.9
TN;Sale Creek CDP;89.1
AR;Salem CDP;93.4
GA;Salem CDP;76.8
NM;Salem CDP;17.1
NC;Salem CDP;79.5
OK;Salem CDP;81.3
AR;Salem city;77.8
IL;Salem city;86.6
IN;Salem city;82.4
IA;Salem city;86.2
KY;Salem city;76.1
MA;Salem city;90.9
MO;Salem city;69.2
NJ;Salem city;76.3
OH;Salem city;85.8
OR;Salem city;86.9
SD;Salem city;91.3
UT;Salem city;96.3
VA;Salem city;90
WV;Salem city;84.7
OH;Salem Heights CDP;95.3
SC;Salem town;79.2
NE;Salem village;75
NY;Salem village;91.3
NC;Salemburg town;80.9
AR;Salesville city;86.5
OH;Salesville village;84.7
CA;Salida CDP;81.2
CO;Salida city;90.7
KS;Salina city;88.7
UT;Salina city;87.3
OK;Salina town;76.7
CA;Salinas city;59.5
MI;Saline city;97.4
LA;Saline village;71.9
TX;Saline_o CDP;24.7
TX;Saline_o North CDP;72.2
OH;Salineville village;84.8
PA;Salisbury borough;89.4
MA;Salisbury CDP;92.7
NY;Salisbury CDP;90.7
MD;Salisbury city;85.6
MO;Salisbury city;87.5
NC;Salisbury city;82.4
NY;Salisbury Mills CDP;96.4
PA;Salix CDP;91.2
IA;Salix city;94.3
PA;Salladasburg borough;90.7
SC;Salley town;82.7
MS;Sallis town;86.7
OK;Sallisaw city;82.3
CT;Salmon Brook CDP;96.2
ID;Salmon city;89
CA;Salmon Creek CDP;100
WA;Salmon Creek CDP;92.4
AZ;Salome CDP;74.9
CO;Salt Creek CDP;73.2
IN;Salt Creek Commons CDP;91.4
UT;Salt Lake City city;87.4
KY;Salt Lick city;74.2
NY;Salt Point CDP;88.7
WV;Salt Rock CDP;82.8
NY;Saltaire village;100
PA;Saltillo borough;90.6
MS;Saltillo city;88.1
IN;Saltillo town;62
TN;Saltillo town;70.5
CA;Salton City CDP;68.5
CA;Salton Sea Beach CDP;64.5
PA;Saltsburg borough;90.6
VA;Saltville town;79.1
VA;Saluda CDP;70.8
NC;Saluda city;91.9
SC;Saluda town;68.8
PA;Salunga CDP;94.3
KY;Salvisa CDP;79.3
NC;Salvo CDP;100
KY;Salyersville city;70.9
TX;Sam Rayburn CDP;92.5
UT;Samak CDP;96.4
TN;Samburg town;48.2
WA;Sammamish city;98.2
IL;Sammons Point village;86.6
TX;Sammy Martinez CDP;64
TX;Samnorwood CDP;100
CA;Samoa CDP;84.9
FL;Samoset CDP;56
OK;Sams Corner CDP;100
AL;Samson city;65.7
FL;Samsula-Spruce Creek CDP;90.5
NM;San Acacia CDP;81.3
CO;San Acacio CDP;100
CA;San Andreas CDP;86.3
TX;San Angelo city;82.9
CA;San Anselmo town;96.2
NM;San Antonio CDP;100
FL;San Antonio city;94.1
TX;San Antonio city;81.4
CA;San Antonio Heights CDP;92.9
NM;San Antonito CDP (Bernalillo County);98.7
NM;San Antonito CDP (Socorro County);100
CA;San Ardo CDP;35.8
TX;San Augustine city;71.2
TX;San Benito city;62.2
CA;San Bernardino city;68.2
CA;San Bruno city;89.2
CA;San Buenaventura (Ventura) city;89.1
AZ;San Carlos CDP;66.4
TX;San Carlos CDP;46.1
CA;San Carlos city;97.4
TX;San Carlos I CDP;17.7
TX;San Carlos II CDP;20.6
FL;San Carlos Park CDP;83.8
FL;San Castle CDP;66.5
CA;San Clemente city;95.3
NM;San Cristobal CDP;72.9
CA;San Diego city;87.3
TX;San Diego city;63.1
CA;San Diego Country Estates CDP;96
CA;San Dimas city;92.1
TX;San Elizario city;49.4
NM;San Felipe Pueblo CDP;72.8
TX;San Felipe town;78.7
TX;San Fernando CDP;0
CA;San Fernando city;58.5
NM;San Fidel CDP;8.3
CA;San Francisco city;87
CA;San Gabriel city;78.1
CA;San Geronimo CDP;100
NM;San Ildefonso Pueblo CDP;87.1
TX;San Isidro CDP;65.2
CA;San Jacinto city;74.2
CA;San Joaquin city;28.1
NM;San Jon village;69.6
AZ;San Jose CDP;75.1
NM;San Jose CDP (Rio Arriba County);73.8
NM;San Jose CDP (San Miguel County);68.8
CA;San Jose city;82.7
IL;San Jose village;89.8
CA;San Juan Bautista city;88.2
CA;San Juan Capistrano city;84.4
TX;San Juan CDP;29.4
TX;San Juan city;56
CA;San Leandro city;82.4
TX;San Leanna village;98.5
TX;San Leon CDP;76.9
CA;San Lorenzo CDP;82.4
NM;San Lorenzo CDP;100
CA;San Lucas CDP;55.5
NM;San Luis CDP;27.6
AZ;San Luis city;41.9
CA;San Luis Obispo city;93.4
CO;San Luis town;59.1
AZ;San Manuel CDP;87.2
MD;San Mar CDP;75.1
CA;San Marcos city;81.4
TX;San Marcos city;85.7
CA;San Marino city;94.5
CA;San Martin CDP;79.1
NM;San Mateo CDP;100
CA;San Mateo city;88
AZ;San Miguel CDP;94.7
NM;San Miguel CDP;66.1
CA;San Miguel CDP (Contra Costa County);99.3
CA;San Miguel CDP (San Luis Obispo County);69.5
NM;San Pablo CDP;76.2
CA;San Pablo city;63.7
CA;San Pasqual CDP;96.2
TX;San Patricio city;82.4
NM;San Pedro CDP;100
TX;San Pedro CDP;66.2
TX;San Perlita city;55.1
IN;San Pierre CDP;100
NM;San Rafael CDP;81.1
CA;San Rafael city;85.8
CA;San Ramon city;97.4
TX;San Saba city;68.8
CA;San Simeon CDP;85.5
AZ;San Simon CDP;100
AZ;San Tan Valley CDP;90.2
TX;San Ygnacio CDP;59.2
NM;San Ysidro CDP;59.5
NM;San Ysidro village;82.4
PA;Sanatoga CDP;93.5
NY;Sanborn CDP;89.4
IA;Sanborn city;89.4
MN;Sanborn city;84.9
ND;Sanborn city;92.2
NH;Sanbornville CDP;86.1
TX;Sanctuary town;90.6
CA;Sand City city;79.6
MT;Sand Coulee CDP;94
WV;Sand Fork town;93.7
OK;Sand Hill CDP;90.7
PA;Sand Hill CDP;93.2
MI;Sand Lake CDP;88.1
MI;Sand Lake village;83.5
AK;Sand Point city;84.6
NY;Sand Ridge CDP;70.9
AL;Sand Rock town;80.8
TX;Sand Springs CDP;83
OK;Sand Springs city;88.4
IN;Sandborn town;82.4
AZ;Sanders CDP;62.9
KY;Sanders city;73.6
TX;Sanderson CDP;80.6
GA;Sandersville city;81.8
MS;Sandersville town;85.5
TX;Sandia CDP;18
NM;Sandia Heights CDP;99.3
NM;Sandia Knolls CDP;99.3
NM;Sandia Park CDP;100
TX;Sandoval CDP;100
IL;Sandoval village;75.1
ID;Sandpoint city;88.3
NY;Sands Point village;95.3
VA;Sandston CDP;82.2
MN;Sandstone city;92.3
MI;Sandusky city;84.6
OH;Sandusky city;85
MA;Sandwich CDP;94.9
IL;Sandwich city;88.7
PA;Sandy CDP;91.4
OR;Sandy city;93.2
UT;Sandy city;95.7
NC;Sandy Creek town;76.7
NY;Sandy Creek village;93.4
TX;Sandy Hollow-Escondidas CDP;72.9
MD;Sandy Hook CDP;77.6
WI;Sandy Hook CDP;98.8
KY;Sandy Hook city;67.1
PA;Sandy Lake borough;90.9
VA;Sandy Level CDP;63.3
TX;Sandy Point city;80.2
PA;Sandy Ridge CDP;76.6
GA;Sandy Springs city;94.1
NV;Sandy Valley CDP;83.7
NC;Sandyfield town;92.7
OH;Sandyville CDP;67.4
IA;Sandyville city;70
VA;Sanford CDP;82.3
FL;Sanford city;89
ME;Sanford city;87.7
NC;Sanford city;77.4
AL;Sanford town;73.1
CO;Sanford town;89.4
TX;Sanford town;72.6
MI;Sanford village;93.5
SC;Sangaree CDP;86.9
CA;Sanger city;63.8
TX;Sanger city;91.4
MT;Sangrey CDP;63.2
FL;Sanibel city;98.2
PA;Sankertown borough;88.9
NM;Sanostee CDP;67.7
SC;Sans Souci CDP;73.3
TX;Sansom Park city;65
CA;Santa Ana city;54.8
NM;Santa Ana Pueblo CDP;93.6
TX;Santa Anna CDP;32.4
TX;Santa Anna town;77.5
CA;Santa Barbara city;84.1
CA;Santa Clara city;91.9
TX;Santa Clara city;87.8
UT;Santa Clara city;96.3
NM;Santa Clara Pueblo CDP;89.1
NM;Santa Clara village;72.8
CA;Santa Clarita city;89
GA;Santa Claus city;81.8
IN;Santa Claus town;95.9
AZ;Santa Cruz CDP;-
NM;Santa Cruz CDP;69
TX;Santa Cruz CDP;55.9
CA;Santa Cruz city;92.8
NM;Santa Fe city;85.7
TX;Santa Fe city;91.9
CA;Santa Fe Springs city;76.8
CA;Santa Margarita CDP;89.5
TX;Santa Maria CDP;51.1
CA;Santa Maria city;58.7
TX;Santa Monica CDP;89.2
CA;Santa Monica city;95.3
CA;Santa Nella CDP;58.7
CA;Santa Paula city;64.3
MT;Santa Rita CDP;100
AZ;Santa Rosa CDP;72.7
TX;Santa Rosa CDP;41.1
CA;Santa Rosa city;85.7
NM;Santa Rosa city;75.2
TX;Santa Rosa town;50
CA;Santa Rosa Valley CDP;96.3
CA;Santa Susana CDP;99.2
NM;Santa Teresa CDP;80.8
CA;Santa Venetia CDP;91.9
CA;Santa Ynez CDP;94
UT;Santaquin city;90.1
CA;Santee city;92.9
SC;Santee town;84
NE;Santee village;76.3
TX;Santel CDP;-
WA;Santiago CDP;86.7
NM;Santo Domingo Pueblo CDP;71.3
MO;Sappington CDP;94.9
OK;Sapulpa city;84.3
WV;Sarah Ann CDP;59.6
OH;Sarahsville village;95.3
AL;Saraland city;85.4
NY;Saranac Lake village;92.1
MI;Saranac village;86.4
CA;Saranap CDP;99.6
FL;Sarasota city;88.3
FL;Sarasota Springs CDP;90.8
CA;Saratoga city;98.2
NY;Saratoga Springs city;94.6
UT;Saratoga Springs city;96.6
IN;Saratoga town;72.3
NC;Saratoga town;86.3
WY;Saratoga town;91.1
NE;Sarben CDP;100
MO;Sarcoxie city;90.3
OH;Sardinia village;79.4
OH;Sardis CDP;97.7
GA;Sardis city;71.5
KY;Sardis city;69.5
AL;Sardis City town;88.7
MS;Sardis town;71.2
TN;Sardis town;83.3
LA;Sarepta town;87.9
MN;Sargeant city;90.7
NE;Sargent city;86.6
TX;Sarita CDP;59.9
ND;Sarles city;93.3
NE;Saronville village;95.1
MN;Sartell city;94.9
OK;Sasakwa town;72.1
GA;Sasser town;68.5
KS;Satanta city;72.1
MS;Satartia village;66.7
FL;Satellite Beach city;95.1
CA;Saticoy CDP;63.9
GA;Satilla CDP;74.6
WA;Satsop CDP;87.7
AL;Satsuma city;91.8
CA;Sattley CDP;100
MS;Saucier CDP;89.8
MI;Saugatuck city;94.3
NY;Saugerties South CDP;92.2
NY;Saugerties village;85.8
IL;Sauget village;85.9
MA;Saugus CDP;90.1
MN;Sauk Centre city;89.2
WI;Sauk City village;96.3
MN;Sauk Rapids city;91.7
IL;Sauk Village village;84.3
WI;Saukville village;93.3
TN;Saulsbury town;75.5
MI;Sault Ste. Marie city;88.8
IL;Saunemin village;90.4
NM;Sausal CDP;82
CA;Sausalito city;98.8
GA;Sautee-Nacoochee CDP;90.7
